title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
Machine Gun Preacher	2011	R	17.0	129	Action; Biography; Crime	Marc Forster	Gerard Butler; Michelle Monaghan; Kathy Baker; Michael Shannon	In Pittsburgh Pennsylvania addicted gang biker Sam Childers is released from prison and learns that his wife Lynn is no longer a stripper but has converted to Christianity One night Sam and his best friend Donnie give a ride to a hitchhiker who threatens Donnie with a pocketknife however Sam reacts and turns the tables on the stranger Sam is affected by the incident and is convinced by Lynn and his mother Daisy to join their church and he is baptized Sam finds a straight job in construction When he meets a preacher from Africa he decides to visit the continent Sam travels to Northern Uganda and South Sudan many times and builds an orphanage for the victims of the cruel Lords Resistance Army (LRA) Further he fights whenever necessary and becomes a legend known as The Machine Gun Preacher	English; Arabic; Acholi	USA	Nominated for 1 Golden Globe Another 1 nomination	6.8	28.0	43	400000.0	Relativity Media	23-Sep-11	58491.0	8.0	63.0	1.0	30000000.0	538690.0	Relativity	28761313	-4454428	5859864	18312090	40927647	10903945	9270625	9611424
Margaret	2011	R	17.0	150	Drama	Kenneth Lonergan	Anna Paquin; J. Smith-Cameron; Mark Ruffalo; Jeannie Berlin	Margaret centers on a 17-year-old New York City high-school student who feels certain that she inadvertently played a role in a traffic accident that has claimed a womans life In her attempts to set things right she meets with opposition at every step Torn apart with frustration she begins emotionally brutalizing her family her friends her teachers and most of all herself She has been confronted quite unexpectedly with a basic truth: that her youthful ideals are on a collision course against the realities and compromises of the adult world	English	USA	9 wins & 17 nominations	6.5	74.0	61	46495.0	Fox Searchlight Pictures	30-Sep-11	288622.0	121.0	401.0	49.0	14000000.0	46495.0	Fox Searchlight	-220730	-13953505	17873617	18312090	10727269	10903945	13157319	13559659
Margin Call	2011	R	17.0	107	Drama; Thriller	J.C. Chandor	Kevin Spacey; Paul Bettany; Jeremy Irons; Zachary Quinto	A respected financial company is downsizing and one of the victims is the risk management division head who was working on a major analysis just when he was let go His protégé completes the study late into the night and then frantically calls his colleagues in about the companys financial disaster he has discovered What follows is a long night of panicked double checking and double dealing as the senior management prepare to do whatever it takes to mitigate the debacle to come even as the handful of conscientious comrades find themselves dragged along into the unethical abyss	English	USA	Nominated for 1 Oscar Another 8 wins & 23 nominations	7.1	89.0	76	600000.0	Roadside Attractions	21-Oct-11	1957556.0	678.0	2288.0	107.0	3500000.0	5354039.0	Roadside Attractions	-29065793	4058854	17873617	18312090	26327806	10903945	646808	968607
Mars Needs Moms	2011	PG	7.0	88	Animation; Adventure; Family	Simon Wells	Seth Green; Dan Fogler; Joan Cusack; Elisabeth Harnois	On Mars the female babies are nursed by robots while the male babies are dumped in the junkyard under the command of Supervisor They research Earth and finds that the boy Milo is raised by his Mom with love and discipline The Martians come to Earth and abduct Mom to use her brain to instruct the robots about how to raise children However Milo sneaks into the spaceship and comes to Mars He meets Gribble a young man that behaves like a child and together with the hippie Martian Ki and Gribbles friend Wingnut they try to rescue Mom and bring her back to Earth But Supervisor will give her best efforts to stop Milo and his friends	English	USA	2 nominations	5.4	37.0	49	21379315.0	Walt Disney Pictures	11-Mar-11	158315.0	92.0	206.0	72.0	150000000.0	21392758.0	Buena Vista	-246597721	-128607242	17873617	18312090	107907244	32411955	39535272	53164745
Martha Marcy May Marlene	2011	R	17.0	102	Drama; Mystery; Thriller	Sean Durkin	Elizabeth Olsen; Christopher Abbott; Brady Corbet; Hugh Dancy	Martha has run away from an abusive hippie-like cult where she was living as Marcy May for two years She turns to her sister and brother-in-law who take her in and want to help her The problem is Martha is having a hard time separating dreams from reality and when haunting memories of her past keep resurfacing she may need more help than anyone is able to give her	English	USA	22 wins & 70 nominations	6.9	90.0	75	2981038.0	Fox Searchlight Pictures	21-Oct-11	1229303.0	346.0	2136.0	89.0		2990625.0	Fox Searchlight	27442747	2990625	17873617	18312090	44478266	10903945	13157319	13559659
Midnight in Paris	2011	PG-13	13.0	94	Comedy; Fantasy; Romance	Woody Allen	Owen Wilson; Rachel McAdams; Kurt Fuller; Mimi Kennedy	Gil and Inez travel to Paris as a tag-along vacation on her parents business trip Gil is a successful Hollywood writer but is struggling on his first novel He falls in love with the city and thinks they should move there after they get married but Inez does not share his romantic notions of the city or the idea that the 1920s was the golden age When Inez goes off dancing with her friends Gil takes a walk at midnight and discovers what could be the ultimate source of inspiration for writing Gils daily walks at midnight in Paris could take him closer to the heart of the city but further from the woman hes about to marry	English; French; Spanish; German	Spain; USA; France	Won 1 Oscar Another 24 wins & 101 nominations	7.7	93.0	81	55400000.0	Sony Pictures Classics	20-May-11	756384.0	185.0	1695.0	65.0	17000000.0	56817045.0	Sony Classics	173468011	16545821	75411017	19952898	49560588	20534031	4912298	4384911
Moneyball	2011	PG-13	13.0	133	Biography; Drama; Sport	Bennett Miller	Brad Pitt; Jonah Hill; Philip Seymour Hoffman; Robin Wright	Oakland As GM Billy Beane is handicapped with the lowest salary constraint in baseball If he ever wants to win the World Series Billy must find a competitive advantage Billy is about to turn baseball on its ear when he uses statistical data to analyze and place value on the players he picks for the team	English	USA	Nominated for 6 Oscars Another 29 wins & 75 nominations	7.6	94.0	87	75605492.0	Sony Pictures	23-Sep-11	4834384.0	1931.0	5095.0	298.0	50000000.0	75605492.0	Sony / Columbia	82578450	19817440	17873617	18312090	45424437	20534031	22953828	21191761
Monte Carlo	2011	PG	7.0	109	Adventure; Comedy; Family	Thomas Bezucha	Selena Gomez; Katie Cassidy; Leighton Meester; Cory Monteith	A young woman her uptight step sister and her best friend use their savings for a long anticipated dream trip to Paris which turns out to be a big disappointment When they decide to take a break from their lousy tour and duck into the lobby of a luxury hotel one of them is mistaken for a spoiled British heiress Before they get the chance to reveal their true identities they are wrapped up in misadventures during a vacation to Monte Carlo instead	English	Hungary; USA	5 nominations	5.8	39.0	43	22500000.0	20th Century Fox	1-Jul-11	12707201.0	5877.0	35504.0	1906.0	20000000.0	23186769.0	Fox	36696978	22624818	17873617	9611200	80160220	32411955	26730820	26022736
The Muppets	2011	PG	7.0	103	Adventure; Comedy; Family	James Bobin	Jason Segel; Amy Adams; Chris Cooper; Rashida Jones	When 3 Muppet fans learn that Tex Richman wants to drill under the Muppet Theater for oil Gary Mary and Walter set out to find the Muppets who have been split up for years so that they can put on one last show and save the Muppet Theater Kermit the Frog now lives in his own mansion depressed in Hollywood The Great Gonzo is a high class plumber at Gonzos Royal Flush Fozzie Bear performs with a tribute band called The Moopets Miss Piggy is the plus-size fashion editor at Vogue Paris and Animal is at a celebrity anger management rehab center in Santa Barbara	English	USA	Won 1 Oscar Another 16 wins & 43 nominations	7.1	95.0	75	88625922.0	Walt Disney Pictures	23-Nov-11	2324613.0	759.0	5257.0	453.0	45000000.0	88631237.0	Buena Vista	181761545	-16048089	17873617	18312090	80160220	32411955	39535272	53164745
No Strings Attached	2011	R	17.0	108	Comedy; Romance	Ivan Reitman	Natalie Portman; Ashton Kutcher; Kevin Kline; Cary Elwes	Occasionally in the 15 years since summer camp Adam and Emma cross paths When he discovers that an ex-girlfriend is living with his dad he gets drunk calls every woman in his cell phone contact list and ends up passed out naked in her living room By this time shes a medical resident in LA and hes a gopher on a Glee-like TV series hoping to be a writer She guards her emotions (calling her fathers funeral a thing) so after a quick shag in the moments she has before leaving for the hospital she asks if he wants a no-strings-attached sex-only relationship without romance or complications A prescription for fun or for disaster?	English; Ukrainian	USA	2 wins & 6 nominations	6.2	49.0	50	70300000.0	Paramount Pictures	21-Jan-11	694570.0				25000000.0	70662220.0	Paramount	105959652	32344917	40846449	18312090	37805640	10903945	19901623	21368996
Paranormal Activity 3	2011	R	17.0	83	Horror	Henry Joost; Ariel Schulman	Lauren Bittner; Christopher Nicholas Smith; Chloe Csengery; Jessica Tyler Brown	In 1988 in California cinematographer Dennis moves to the house of his girlfriend Julie to raise a family with her daughters Katie and Kristi Little Kristi has an imaginary friend named Toby while weird things happen in the house Dennis decides to place cameras in the house to capture images during the night and soon he finds that there is an entity in the house Denniss friend Randy Rosen (Dustin Ingram) researches the events and learns that his house might be a coven of witches and the children may be in danger	English	USA	1 win & 6 nominations	5.8	69.0	59	103993239.0	Paramount Pictures	21-Oct-11	14025.0	1.0	8.0	2.0	5000000.0	104028807.0	Paramount	355376260	111675178	17873617	18312090	20157789	10903945	19901623	21368996
Pearl Jam Twenty	2011	NOT RATED		109	Documentary; History; Music	Cameron Crowe	Cameron Crowe; Jeff Ament; Matt Cameron; Stone Gossard	A documentary on the band Pearl Jam that marks their 20th anniversary in the year 2011	English	USA	3 nominations	8.3	67.0	59	454784.0	Abramorama	20-Sep-11	463916.0	324.0	2209.0	21.0		471334.0	Abramorama	1885336	10503356	17873617	18312090	28339321	96835	471334	256522
The Perfect Host	2010	R	17.0	93	Comedy; Crime; Thriller	Nick Tomnay	David Hyde Pierce; Clayne Crawford; Tyrees Allen; Cooper Barnes	Injured after committing a bank robbery John Taylor is desperate to find a place to hide out and approaches the home of Warick Wilson John manages to get himself invited into the house by posing as a friend of a friend and spinning a sob story of lost luggage and a violent mugging Inside Warick a consummate host is making the final preparations for an impeccable dinner party He insists John stay for the party but as the evening begins it becomes obvious Warick may not be what he first appears	English	USA	2 wins	6.8	45.0	48	48289.0	Magnolia Pictures	1-Jul-11	589508.0	380.0	1106.0	114.0		48764.0	Magnolia	195056	48764	17873617	18312090	49569533	10903945	470207	372231
Pirates of the Caribbean: On Stranger Tides	2011	PG-13	13.0	136	Action; Adventure; Fantasy	Rob Marshall	Johnny Depp; Penélope Cruz; Geoffrey Rush; Ian McShane	Captain Jack Sparrow (Depp) crosses paths with a woman from his past (Cruz) and hes not sure if its love -- or if shes a ruthless con artist whos using him to find the fabled Fountain of Youth When she forces him aboard the Queen Annes Revenge the ship of the formidable pirate Blackbeard (McShane) Jack finds himself on an unexpected adventure in which he doesnt know who to fear more: Blackbeard or the woman from his past	English; Spanish	USA; UK	2 wins & 31 nominations	6.6	32.0	45	241063875.0	Walt Disney Pictures	20-May-11	6513316.0	4756.0	18044.0	486.0	250000000.0	241071802.0	Buena Vista	-42932426	13854894	36646372	33377321	63228678	20534031	39535272	53164745
